text,label,source
"Actresses (Catalan: Actrius) is a 1997 Catalan language Spanish drama film produced and directed by Ventura Pons and based on the award-winning stage play E.R. by Josep Maria Benet i Jornet. The film has no male actors, with all roles played by females. The film was produced in 1996.

Synopsis 
In order to prepare herself to play a role commemorating the life of legendary actress Empar Ribera, young actress (Mercè Pons) interviews three established actresses who had been the Ribera's pupils: the international diva Glòria Marc (Núria Espert), the television star Assumpta Roca (Rosa Maria Sardà), and dubbing director Maria Caminal (Anna Lizaran).

Cast 
 Núria Espert as Glòria Marc
 Rosa Maria Sardà as Assumpta Roca
 Anna Lizaran as Maria Caminal
 Mercè Pons as Estudiant

Recognition

Screenings 
Actrius screened in 2001 at the Grauman's Egyptian Theatre in an American Cinematheque retrospective of the works of its director. The film had first screened at the same location in 1998. It was also shown at the 1997 Stockholm International Film Festival.

Reception 
In Movie - Film - Review, Christopher Tookey wrote that though the actresses were ""competent in roles that may have some reference to their own careers"", the film ""is visually unimaginative, never escapes its stage origins, and is almost totally lacking in revelation or surprising incident"". Noting that there were ""occasional, refreshing moments of intergenerational bitchiness"", they did not ""justify comparisons to All A",0,wikipedia
"Animalia is an illustrated children's book by Graeme Base. It was originally published in 1986, followed by a tenth anniversary edition in 1996, and a 25th anniversary edition in 2012. Over four million copies have been sold worldwide. A special numbered and signed anniversary edition was also published in 1996, with an embossed gold jacket.

Synopsis
Animalia is an alliterative alphabet book and contains twenty-six illustrations, one for each letter of the alphabet. Each illustration features an animal from the animal kingdom (A is for alligator and armadillo, B is for butterfly, etc.) along with a short poem utilizing the letter of the page for many of the words. The illustrations contain many other objects beginning with that letter that the reader can try to identify (however, there are not necessarily ""a thousand things, or maybe more"", as the author states). As an additional challenge, the author has hidden a picture of himself as a child in every picture.

Related products
Julia MacRae Books published an Animalia colouring book in 2008. H. N. Abrams also published a wall calendar colouring book version for children the same year.

H. N. Abrams published The Animalia Wall Frieze, a fold-out over 26 feet in length, in which the author created new riddles for each letter.

The Great American Puzzle Factory created a 300-piece jigsaw puzzle based on the book's cover.

Adaptations
A television series was also created, based on the book, which airs in Canada. The Australian ",0,wikipedia
"International Atomic Time (abbreviated TAI, from its French name ) is a high-precision atomic coordinate time standard based on the notional passage of proper time on Earth's geoid. TAI is a weighted average of the time kept by over 450 atomic clocks in over 80 national laboratories worldwide. It is a continuous scale of time, without leap seconds, and it is the principal realisation of Terrestrial Time (with a fixed offset of epoch). It is the basis for Coordinated Universal Time (UTC), which is used for civil timekeeping all over the Earth's surface and which has leap seconds.

UTC deviates from TAI by a number of whole seconds. , when another leap second was put into effect, UTC is currently exactly 37 seconds behind TAI. The 37 seconds result from the initial difference of 10 seconds at the start of 1972, plus 27 leap seconds in UTC since 1972.

TAI may be reported using traditional means of specifying days, carried over from non-uniform time standards based on the rotation of the Earth. Specifically, both Julian days and the Gregorian calendar are used. TAI in this form was synchronised with Universal Time at the beginning of 1958, and the two have drifted apart ever since, due primarily to the slowing rotation of the Earth.

Operation 
TAI is a weighted average of the time kept by over 450 atomic clocks in over 80 national laboratories worldwide. The majority of the clocks involved are caesium clocks; the International System of Units (SI) definition of the second is ba",0,wikipedia
"Altruism is the principle and practice of concern for the well-being and/or happiness of other humans or animals. While objects of altruistic concern vary, it is an important moral value in many cultures and religions. It may be considered a synonym of selflessness, the opposite of selfishness.

The word altruism was popularized (and possibly coined) by the French philosopher Auguste Comte in French, as , for an antonym of egoism. He derived it from the Italian , which in turn was derived from Latin , meaning ""other people"" or ""somebody else"".

Altruism, as observed in populations of organisms, is when an individual performs an action at a cost to themselves (in terms of e.g. pleasure and quality of life, time, probability of survival or reproduction) that benefits, directly or indirectly, another individual, without the expectation of reciprocity or compensation for that action.

Altruism can be distinguished from feelings of loyalty or concern for the common good. The latter are predicated upon social relationships, whilst altruism does not consider relationships. Whether ""true"" altruism is possible in human psychology is a subject of debate. The theory of psychological egoism suggests that no act of sharing, helping, or sacrificing can be truly altruistic, as the actor may receive an intrinsic reward in the form of personal gratification. The validity of this argument depends on whether such intrinsic rewards qualify as ""benefits"".

The term altruism may also refer to an e",0,wikipedia
"Alice O'Connor (born Alisa Zinovyevna Rosenbaum; , 1905 – March 6, 1982), better known by her pen name Ayn Rand (), was a Russian-born American writer and public philosopher. She is known for her fiction and for developing a philosophical system she named Objectivism. Born and educated in Russia, she moved to the United States in 1926. After two early novels that were initially unsuccessful and two Broadway plays, she achieved fame with her 1943 novel, The Fountainhead. In 1957, Rand published her best-selling work, the novel Atlas Shrugged. Afterward, until her death in 1982, she turned to non-fiction to promote her philosophy, publishing her own periodicals and releasing several collections of essays.

Rand advocated reason and rejected faith and religion. She supported rational and ethical egoism as opposed to altruism. In politics, she condemned the initiation of force as immoral and supported laissez-faire capitalism, which she defined as the system based on recognizing individual rights, including private property rights. Although Rand opposed libertarianism, which she viewed as anarchism, she is often associated with the modern libertarian movement in the United States. In art, Rand promoted romantic realism. She was sharply critical of most philosophers and philosophical traditions known to her, with a few exceptions.

Rand's books have sold over 37 million copies. Her fiction received mixed reviews from literary critics, with reviews becoming more negative for her la",0,wikipedia
"Alain Connes (; born 1 April 1947 in Draguignan) is a French mathematician, known for his contributions to the study of operator algebras and noncommutative geometry. He is a professor at the , , Ohio State University and Vanderbilt University. He was awarded the Fields Medal in 1982.

Career
Alain Connes attended high school at  in Marseille, and was then a student of the classes préparatoires in . Between 1966 and 1970 he studed at École normale supérieure in Paris, and in 1973 he obtained a PhD from Pierre and Marie Curie University, under the supervision of Jacques Dixmier.

From 1970 to 1974 he was research fellow at the French National Centre for Scientific Research and during 1975 he held a visiting position at Queen's University at Kingston in Canada.

In 1976 he returned to France and worked as professor at Pierre and Marie Curie University until 1980 and at CNRS between 1981 and 1984. Moreover, since 1979 he holds the Léon Motchane Chair at IHES. From 1984 until his retirement in 2017 he held the chair of Analysis and Geometry at Collège de France.

In parallel, he was awarded a distinguished professorship at Vanderbilt University between 2003 and 2012, and at Ohio State University between 2012 and 2021.

In 2000 he was an invited professor at the Conservatoire national des arts et métiers.

Research 
Connes' main research interests revolved around operator algebras. Besides noncommutative geometry, he has applied his works in various areas of mathematics and theore",0,wikipedia
"Allan Dwan (born Joseph Aloysius Dwan; April 3, 1885 – December 28, 1981) was a pioneering Canadian-born American motion picture director, producer, and screenwriter.

Early life
Born Joseph Aloysius Dwan in Toronto, Ontario, Canada, Dwan was the younger son of commercial traveler of woolen clothing Joseph Michael Dwan (1857–1917) and his wife Mary Jane Dwan (née Hunt). The family moved to the United States when he was seven years old on December 4, 1892, by ferry from Windsor to Detroit, according to his naturalization petition of August 1939. His elder brother, Leo Garnet Dwan (1883–1964), became a physician.

Allan Dwan studied engineering at the University of Notre Dame and then worked for a lighting company in Chicago. He had a strong interest in the fledgling motion picture industry, and when Essanay Studios offered him the opportunity to become a scriptwriter, he took the job. At that time, some of the East Coast movie makers began to spend winters in California where the climate allowed them to continue productions requiring warm weather. Soon, a number of movie companies worked there year-round, and in 1911, Dwan began working part-time in Hollywood. While still in New York, in 1917 he was the founding president of the East Coast chapter of the Motion Picture Directors Association.

Career
Dwan started his directing career by accident in 1911, when he was sent by his employers to California, in order to locate a company that had vanished. Dwan managed to track the co",0,wikipedia
"Algeria, officially the People's Democratic Republic of Algeria, is a country in North Africa. Algeria is bordered to the northeast by Tunisia; to the east by Libya; to the southeast by Niger; to the southwest by Mali, Mauritania, and Western Sahara; to the west by Morocco; and to the north by the Mediterranean Sea. It is considered part of the Maghreb region of North Africa. It has a semi-arid geography, with most of the population living in the fertile north and the Sahara dominating the geography of the south. Algeria covers an area of , making it the world's tenth largest nation by area, and the largest nation in Africa, more than 200 times as large as the continent's smallest country, The Gambia. With a population of 44 million, Algeria is the tenth-most populous country in Africa, and the 32nd-most populous country in the world. The capital and largest city is Algiers, located in the far north on the Mediterranean coast.

Algeria produced and is linked to many civilizations, empires and dynasties, including Numidians, Mauretanians, Phoenicians, Carthaginians, Romans, Vandals, Mauro-Romans, Byzantines, Umayyads, Ifranids, Abbasids, Rustamids, Idrisids, Sulaymanids, Aghlabids, Fatimids, Zirids, Hammadids, Almoravids, Almohads, Marinids, Hafsids and the Zayyanids.

Centuries of Arab migration to the Maghreb since the 7th century shifted the demographic scope in Algeria. The Spanish expansionism led to the establishment of the Regency of Algiers in 1516, a state that attrac",0,wikipedia
"This is a list of characters in Ayn Rand's 1957 novel Atlas Shrugged.

Major characters
The following are major characters from the novel.

Protagonists

Dagny Taggart
Dagny Taggart is the protagonist of the novel. She is vice-president in Charge of Operations for Taggart Transcontinental, under her brother, James Taggart. Given James' incompetence, Dagny is responsible for all the workings of the railroad.

Francisco d'Anconia
Francisco d'Anconia is one of the central characters in Atlas Shrugged, an owner by inheritance of the world's largest copper mining operation. He is a childhood friend, and the first love, of Dagny Taggart. A child prodigy of exceptional talents, Francisco was dubbed the ""climax"" of the d'Anconia line, an already prestigious Argentine family of skilled industrialists. He was a classmate of John Galt and Ragnar Danneskjöld and student of both Hugh Akston and Robert Stadler. He began working while still in school to show that he could have been successful without the aid of his family's wealth. Later, Francisco bankrupts the d'Anconia business to put it out of others' reach. His full name is given as ""Francisco Domingo Carlos Andres Sebastián d'Anconia"".

John Galt

John Galt is the primary male hero of Atlas Shrugged. He initially appears as an unnamed menial worker for Taggart Transcontinental, who often dines with Eddie Willers in the employees' cafeteria, and leads Eddie to reveal important information about Dagny Taggart and Taggart Transcontinenta",0,wikipedia
"Anthropology is the scientific study of humanity, concerned with human behavior, human biology, cultures, societies, and linguistics, in both the present and past, including past human species. Social anthropology studies patterns of behavior, while cultural anthropology studies cultural meaning, including norms and values. A portmanteau term sociocultural anthropology is commonly used today. Linguistic anthropology studies how language influences social life. Biological or physical anthropology studies the biological development of humans.

Archaeological anthropology, often termed as ""anthropology of the past,"" studies human activity through investigation of physical evidence. It is considered a branch of anthropology in North America and Asia, while in Europe, archaeology is viewed as a discipline in its own right or grouped under other related disciplines, such as history and palaeontology.

Etymology
The abstract noun anthropology is first attested in reference to history. Its present use first appeared in Renaissance Germany in the works of Magnus Hundt and Otto Casmann. Their Neo-Latin  derived from the combining forms of the Greek words ánthrōpos (, ""human"") and lógos (, ""study""). Its adjectival form appeared in the works of Aristotle. It began to be used in English, possibly via French , by the early 18th century.

Origin and development of the term

Through the 19th century
In 1647, the Bartholins, early scholars of the University of Copenhagen, defined  as follows:",0,wikipedia
"Agricultural science (or agriscience for short) is a broad multidisciplinary field of biology that encompasses the parts of exact, natural, economic and social sciences that are used in the practice and understanding of agriculture. Professionals of the agricultural science are called agricultural scientists or agriculturists.

History

In the 18th century, Johann Friedrich Mayer conducted experiments on the use of gypsum (hydrated calcium sulphate) as a fertilizer.

In 1843, John Bennet Lawes and Joseph Henry Gilbert began a set of long-term field experiments at Rothamsted Research in England, some of which are still running as of 2018.

In the United States, a scientific revolution in agriculture began with the Hatch Act of 1887, which used the term ""agricultural science"". The Hatch Act was driven by farmers' interest in knowing the constituents of early artificial fertilizer. The Smith–Hughes Act of 1917 shifted agricultural education back to its vocational roots, but the scientific foundation had been built. For the next 44 years after 1906, federal expenditures on agricultural research in the United States outpaced private expenditures.

Prominent agricultural scientists

 Wilbur Olin Atwater
 Robert Bakewell
 Norman Borlaug
 Luther Burbank
 George Washington Carver
 Carl Henry Clerk
 George C. Clerk
 René Dumont
 Sir Albert Howard
 Kailas Nath Kaul
Thomas Lecky
 Justus von Liebig
 Jay Laurence Lush
 Gregor Mendel
 Louis Pasteur
 M. S. Swaminathan
 Jethro Tull
 Artturi I",0,wikipedia
"Alchemy (from Arabic: al-kīmiyā; from Ancient Greek: χυμεία, khumeía) is an ancient branch of natural philosophy, a philosophical and protoscientific tradition that was historically practiced in China, India, the Muslim world, and Europe. In its Western form, alchemy is first attested in a number of pseudepigraphical texts written in Greco-Roman Egypt during the first few centuries AD.

Alchemists attempted to purify, mature, and perfect certain materials. Common aims were chrysopoeia, the transmutation of ""base metals"" (e.g., lead) into ""noble metals"" (particularly gold); the creation of an elixir of immortality; and the creation of panaceas able to cure any disease. The perfection of the human body and soul was thought to result from the alchemical magnum opus (""Great Work""). The concept of creating the philosophers' stone was variously connected with all of these projects.

Islamic and European alchemists developed a basic set of laboratory techniques, theories, and terms, some of which are still in use today. They did not abandon the Ancient Greek philosophical idea that everything is composed of four elements, and they tended to guard their work in secrecy, often making use of cyphers and cryptic symbolism. In Europe, the 12th-century translations of medieval Islamic works on science and the rediscovery of Aristotelian philosophy gave birth to a flourishing tradition of Latin alchemy. This late medieval tradition of alchemy would go on to play a significant role in the d",0,wikipedia
"Alien primarily refers to:
 Alien (law), a person in a country who is not a national of that country
 Enemy alien, the above in times of war
 Extraterrestrial life, life which does not originate from Earth
 Specifically, a lifeform with extraterrestrial intelligence
 For fictional extraterrestrial life, see Extraterrestrials in fiction
 Introduced species, a species not native to its environment

Alien(s), or The Alien(s) may also refer to:

Science and technology 
 AliEn (ALICE Environment), a grid framework
 Alien (file converter), a Linux program
 Alien Technology, a manufacturer of RFID technology

Arts and entertainment 
 Alien (franchise), a media franchise
 Xenomorph, the titular alien in the franchise

Films
 Alien (film), a 1979 film by Ridley Scott
 Aliens (film), second film in the franchise from 1986 by James Cameron
 Alien 3, third film in the franchise from 1992 by David Fincher
 Alien Resurrection, fourth film in the franchise from 1997 by Jean-Pierre Jeunet
 Alien vs. Predator (film), fifth film in the franchise from 2004 by Paul W. S. Anderson
 Aliens vs. Predator: Requiem, sixth film in the franchise from 2007 by the Brothers Strause
 Prometheus (2012 film), seventh film in the franchise from 2012 by Ridley Scott
 Alien: Covenant, eighth film in the franchise from 2017 by Ridley Scott
 Alien 2: On Earth, a 1980 unofficial sequel of the 1979 Alien film
Alien Visitor (also titled Epsilon) (1995 film) AustralianItalian science fiction film by Rolf de Heer
 The ",0,wikipedia
"An astronomer is a scientist in the field of astronomy who focuses their studies on a specific question or field outside the scope of Earth. They observe astronomical objects such as stars, planets, moons, comets and galaxies – in either observational (by analyzing the data) or theoretical astronomy. Examples of topics or fields astronomers study include planetary science, solar astronomy, the origin or evolution of stars, or the formation of galaxies. A related but distinct subject is physical cosmology, which studies the Universe as a whole.

Types
Astronomers usually fall under either of two main types: observational and theoretical. Observational astronomers make direct observations of celestial objects and analyze the data. In contrast, theoretical astronomers create and investigate models of things that cannot be observed. Because it takes millions to billions of years for a system of stars or a galaxy to complete a life cycle, astronomers must observe snapshots of different systems at unique points in their evolution to determine how they form, evolve, and die. They use this data to create models or simulations to theorize how different celestial objects work.

Further subcategories under these two main branches of astronomy include planetary astronomy, galactic astronomy, or physical cosmology.

Academic 

Historically, astronomy was more concerned with the classification and description of phenomena in the sky, while astrophysics attempted to explain these phenomena ",0,wikipedia
"ASCII ( ), abbreviated from American Standard Code for Information Interchange, is a character encoding standard for electronic communication. ASCII codes represent text in computers, telecommunications equipment, and other devices. Because of technical limitations of computer systems at the time it was invented, ASCII has just 128 code points, of which only 95 are , which severely limited its scope. Modern computer systems have evolved to use Unicode, which has millions of code points, but the first 128 of these are the same as the ASCII set.

The Internet Assigned Numbers Authority (IANA) prefers the name US-ASCII for this character encoding. 

ASCII is one of the IEEE milestones.

Overview
ASCII was developed from telegraph code. Its first commercial use was in the Teletype Model 33 and the Teletype Model 35 as a seven-bit teleprinter code promoted by Bell data services. Work on the ASCII standard began in May 1961, with the first meeting of the American Standards Association's (ASA) (now the American National Standards Institute or ANSI) X3.2 subcommittee. The first edition of the standard was published in 1963, underwent a major revision during 1967, and experienced its most recent update during 1986. Compared to earlier telegraph codes, the proposed Bell code and ASCII were both ordered for more convenient sorting (i.e., alphabetization) of lists and added features for devices other than teleprinters.

The use of ASCII format for Network Interchange was described in 196",0,wikipedia
"Austin is the capital of Texas in the United States.

Austin may also refer to:

Geographical locations

Australia
 Austin, Western Australia

Canada
 Austin, Manitoba
 Austin, Ontario
 Austin, Quebec
 Austin Island, Nunavut

France
 Saint-Austin, hamlet at la Neuville-Chant-d'Oisel, Normandy

United States
 Austin, Arkansas
 Austin, Colorado
 Austin Township, Macon County, Illinois
 Austin, Chicago, Cook County, Illinois
 Austin, Indiana
 Austin, Kentucky
 Austin, Minnesota
 Austin, Missouri
 Austin, Nevada
 Austin, Ohio
 Austin, Oregon
 Austin, Pennsylvania
 Austin, Texas
 Austin County, Texas (the city of Austin, Texas is located in Travis County)

Schools
 Austin College, Sherman, Texas
 University of Texas at Austin, flagship institution of the University of Texas System
 Austin Peay State University, Clarksville, Tennessee

Religion
 Augustine of Hippo
 An adjective for the Augustinians

Business
 American Austin Car Company, short-lived American automobile maker
 Austin Automobile Company, short-lived American automobile company
 Austin Motor Company, British car manufacturer
 Austin magazine, produced for the Austin Motor Company by in-house Nuffield Press
 Austin cookies and crackers, Keebler Company brand

Entertainment
 ""Austin"" (song), a single by Blake Shelton
 Austin (album), a 2023 studio album by Post Malone
 Austin, a kangaroo Beanie Baby produced by Ty, Inc.
 Austin the kangaroo from the children's television series The Backyardigans

Other uses
 Austin (bui",0,wikipedia
